Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoAPITests,,,2019-03-18 21:09:17,2019-03-18 21:09:23,6.179s,PASSED
,,,,,,
Test Cases/APIDrivenTests/Mock/GetListOfUsersTestCase,,Call Mock REST API to get list of users,2019-03-18 21:09:17,2019-03-18 21:09:23,5.661s,PASSED
"response = sendRequestAndVerify(findTestObject(""Mock-EndPoint/DEMO-REST-GET-Users""))",,Get User List from Mock REST API,2019-03-18 21:09:18,2019-03-18 21:09:23,5.099s,PASSED
